3875724.88	ארסוף				
3875751.209	רבדים				
3876336.812	קריית עקרון				
3876375.013	יד בנימין				
3876624.32	משמר השבעה				
3876635.604	רשפון				
3876662.651	נצר סרני				
3876683.522	כפר שמריהו				
3876771.377	דבירה				
3876818.181	"כפר ביל""ו"				
3876960.362	שפיים				
3877014.363	רמת גן				
3877070.643	געש				
3877090.271	גנות				
3877259.938	בית דגן				
3877725.237	כפר מנחם				
3877810.157	רמת אפעל				
3877821.971	הרצלייה				
3877842.567	בני ברק				
3878046.377	גני יוחנן				
3878247.765	חמד				
3878268.927	שגב-שלום				
3878444.568	באר יעקב				
3878456.417	רמת השרון				
3878462.923	"כפר אז""ר"				
3878533.377	לכיש				
3878538.238	רמת פנקס				
3878596.304	יקום				
3878659.82	מזכרת בתיה				
3878934.138	סתרייה				
3879024.026	ישרש				
3879029.441	עומר				
3879248.119	גלאון				
3879295.113	אודים				
3879484.629	"כפר חב""ד"				
3879715.339	רמות מאיר				
3879831.75	גבעת שמואל				
3879911.595	גני הדר				
3880036.727	יסודות				
3880061.272	נען				
3880130.976	אור יהודה				
3880143.287	נתניה				
3880145.839	צפרייה				
3880265.13	שושנת העמקים				
3880447.507	קריית אונו				
3880456.204	צוקי ים				
3880617.085	תל שבע				
3880722.678	יציץ				
3880780.406	נעורים				
3880889.213	חבצלת השרון				
3880936.051	ניר צבי				
3880969.809	בית ינאי				
3881041.95	בית יהושע				
3881127.831	לקיה				
3881140.31	חרוצים				
3881654.794	להב				
3881661.948	רמלה				
3881784.403	ביתן אהרן				
3881806.045	בני ציון				
3881859.499	בית חירות				
3881908.176	אחיעזר				
3881920.719	כפר נטר				
3881925.668	מכמורת				
3881926.069					
3881943.853	"גבעת ח""ן"				
3881954.37	אביחיל				
3882120.915	רעננה				
3882155.339	נווה אפרים				
3882186.973	בית ניר				
3882196.967	חופית				
3882201.365	גני תקווה				
3882221.901	מצליח				
3882309.588	תל יצחק				
3882542.864	גבעת שפירא				
3882543.64	רמות השבים				
3882598.936	סביון				
3882660.699	גפן				
3882723.194	יגל				
3882771.358	בצרה				
3882995.434	פדיה				
3883107.622	נבטים				
3883107.921	חולדה				
3883159.13	גת רימון				
3883202.561	פתח תקווה				
3883213.307	כפר ויתקין				
3883238.7	אבן יהודה				
3883495.479	הוד השרון				
3883505.867	תירוש				
3883512.792	שומרייה				
3883574.266	לוזית				
3883609.467	פתחיה				
3883702.21	לוד				
3883958.349	זיתן				
3883960.857	יהוד				
3884030.109	בית יצחק-שער חפר				
3884220.352	שדות ים				
3884427.777	"כפר מל""ל"				
3884579.804	בית גוברין				
3884739.993	נורדייה				
3884902.057	מגשימים				
3884989.609	כפר ידידיה				
3884997.067	כפר חיים				
3885029.149	הדר עם				
3885063.568	גנות הדר				
3885093.903	ירקונה				
3885104.683	בני דרור				
3885201.11	משמר דוד				
3885220.204	"יד רמב""ם"				
3885231.483	גאולי תימן				
3885250.733	גני עם				
3885376.464	בית עוזיאל				
3885410	שדה ורבורג				
3885439.787	טל שחר				
3885603.493	אשכולות				
3885623.385	מעברות				
3885707.701	גן חיים				
3885847.169	קיסריה				
3885883.088	אחיסמך				
3886055.471	עדנים				
3886097.745	אלישיב				
3886161.206	פרדסייה				
3886186.568	עזריה				
3886189.46	בארות יצחק				
3886280.344	צורן-קדימה				
3886288.384	"כפר הרא""ה"				
3886331.587	ג'סר א-זרקא				
3886374.821	נחלים				
3886408.003	מדרשת רופין				
3886474.185	עגור				
3886560.46	אמציה				
3886580.294	בני עטרות				
3886583.621	גינתון				
3886643.137					
3886650.087	חרב לאת				
3886713.997	צור משה				
3886725.252	חיבת ציון				
3886734.781	תל מונד				
3886789.398	מעגן מיכאל				
3886817.568	כפר מונש				
3886853.234	גזר				
3886860.026	חירות				
3886963.7	בית חשמונאי				
3887019.539	כפר סבא				
3887019.928	כרמים				
3887254.765	משמר השרון				
3887282.566	אור עקיבא				
3887334.118	כרמי יוסף				
3887343.778	נופך				
3887349.969	שדות מיכה				
3887351.593	נחשולים				
3887359.143	משמרת				
3887406.426	חדרה				
3887453.921	גבעת השלושה				
3887477.424	בן שמן (מושב)				
3887557.734	צופית				
3887701.191	העוגן				
3887704.079	כפר טרומן				
3887768.093	נווה ירק				
3887813.212	אליכין				
3887826.613	כפר סירקין				
3887835.448					
3887843.616	בקוע				
3887861.333	מזור				
3887908.502	חגלה				
3887922.821	דור				
3887930.236	בית חנניה				
3888011.415	בית ברל				
3888141.633	בן שמן (כפר נוער)				
3888155.753	אלישמע				
3888173.453	רינתיה				
3888189.076	מעיין צבי				
3888291.433	כפר יונה				
3888449.969	ירוחם				
3888490.477	נווה ים				
3888552.521	גבעת חיים (מאוחד)				
3888553.03	צלפון				
3888562.299	עין ורד				
3888596.348	בית הלוי				
3888616.468	כפר דניאל				
3888652.353	כפר שמואל				
3888743.497	גבעת חיים (איחוד)				
3888744.623	הבונים				
3888763.244	טירת יהודה				
3888769.614	חדיד				
3888889.88	בית עריף				
3888902.864	חורה				
3888951.783	שקף				
3888952.653	שריגים (לי-און)				
3889051.75	עין שריד				
3889072.153	"גבעת כ""ח"				
3889167.838	כרם בן שמן				
3889309.375	כפר הס				
3889334.007	רמת הכובש				
3889336.376	גיזו				
3889398.896	עינת				
3889462.082	נווה ימין				
3889480.128	אילת				
3889501.481	עין החורש				
3889525.704	מיתר				
3889595.257	גמזו				
3889645.673	כפר עבודה				
3889858.518	צפרירים				
3890017.561	שדי חמד				
3890018.336	גאולים				
3890029.918	עתלית				
3890031.397	צורן				
3890034.004	משמר איילון				
3890037.796	זכריה				
3890099.238	שוהם				
3890247.771	בנימינה				
3890288.564	כפר אוריה				
3890308.967	חגור				
3890311.09	דייר ראפאת				
3890346.055	עין איילה				
3890362.157	גבעת ישעיהו				
3890372.458	צרופה				
3890419.905	חניאל				
3890422.828	כפר בן נון				
3890444.335	נחשונים				
3890505.408	ניר אליהו				
3890606.578	ינוב				
3890766.973	פורת				
3890783.646	גבעת שמש				
3890796.55	גן שמואל				
3890810.715	הראל				
3890824.757	זכרון יעקב				
3890933.127	פוריידיס				
3890965.973	ברקת				
3891109.992	נחשון				
3891179.037	ג'לג'וליה				
3891183.891	נחושה				
3891194.873	בית נחמיה				
3891259.924	עין כרמל				
3891330.023	טירה				
3891392.191	אלעד				
3891407.439	החותרים				
3891449.936	טנא				
3891451.189	גבע כרמל				
3891536.365	ראש העין				
3891570.371	כפר גלים				
3891605.702	מגדים				
3891969.763					
3892006.988	בורגתה				
3892049.996	תנובות				
3892071.789					
3892094.434	אילות				
3892180.441	פרדס חנה-כרכור				
3892250.196	יעף				
3892329.849	כפר יעבץ				
3892341.156	ישעי				
3892529.485	טירת כרמל				
3892712.805	ירחיב				
3892807.599	צרעה				
3892850.825					
3892852.055	מאיר שפיה				
3892910.532	חורשים				
3892924.607	עזריאל				
3892943.363	כפר ברא				
3893171.821					
3893172.76	מתן				
3893351.558	תעוז				
3893508.845	כפר קאסם				
3893558.447	"בית ג,מאל"				
3893663.361	תלמי אלעזר				
3893751.933	נווה שלום				
3893827.037	אייל				
3893863.954	קלנסווה				
3894139.606	עופר				
3894141.887	תרום				
3894169.3	"נתיב הל""ה"				
3894250.222	עין הוד				
3894286.942	נגוהות				
3894326.307	המעפיל				
3894357.687	שעלבים				
3894371.936	משמרות				
3894507.101	נירית				
3894519.814	בארותיים				
3894528.967					
3894660.625	עולש				
3894719.988	מבוא מודיעים				
3895025.939	נוף איילון				
3895080.056	"כרם מהר""ל"				
3895146.641	בית שמש				
3895150.577	אחיטוב				
3895250.237	ניר עציון				
3895316.383	נחל דורן				
3895320.752	אורנית				
3895412.907	אביאל				
3895574.419	גן יאשיה				
3895578.438	שדה יצחק				
3895593.141	כוכב יאיר				
3895621.482	אדרת				
3895624.617	אומץ				
3895953.199	שער אפרים				
3896137.74					
3896166.356	עין חוד				
3896218.99	שחרות				
3896249.997	חיפה				
3896309.17	גן השומרון				
3896419.828	כפר פינס				
3896481.223	צור נתן				
3896517.841	נחם				
3896561.228	בת שלמה				
3896596.019	אלוני יצחק				
3896648.019	ניצני עוז				
3896699.241	מאור				
3896741.789	כפר גליקסון				
3896762.197	גבעת עדה				
3896763.043	בית אורן				
3896822.943	נווה מיכאל				
3896913.708	יד חנה				
3896980.688	מחסיה				
3897036.962					
3897152.399	אשתאול				
3897194.042	צופים				
3897221.864	עין שמר				
3897250.41	להבות חביבה				
3897329.402	טייבה				
3897425.957	מסילת ציון				
3897490.811	אליפז				
3897521.421	עין עירון				
3897578.985	שמעה				
3897676.771	בת חפר				
3897724.411	מודיעין-מכבים-רעות				
3897774.02	אלפי מנשה				
3897915.557	אביעזר				
3898010.837					
3898047.475	שער מנשה				
3898173.58	אדורה				
3898273.355	בחן				
3898296.53	שילת				
3898509.013	עמיקם				
3898661.046	ערערה-בנגב				
3898723.366	סמר				
3898830.808	חשמונאים				
3899095.42	מענית				
3899131.585	שערי תקווה				
3899210.715	נאות סמדר				
3899234.485	דימונה				
3899442.32	ברקאי				
3899545.104	עתניאל				
3899588.287	כפר רות				
3899651.489	תלם				
3899714.231	מתתיהו				
3899786.247	לפיד				
3899822.137	רגבים				
3900095.046	אלקנה				
3900103.422	מגל				
3900231.988	זמר				
3900235.328	נווה חריף				
3900280.444	בית מאיר				
3900366.877	מבוא חורון				
3900396.466	גת				
3900421.883	כפר האורנים				
3900439.686	באקה-ג'ת				
3900742.806	"גבעת ניל""י"				
3900743.364	מודיעין עילית				
3900921.057	מייסר				
3901036.948	נשר				
3901164.528	עפרים				
3901312.041					
3901348.847	עץ אפרים				
3901454.541					
3901533.793	מצר				
3901684.034	כסלון				
3901725.523					
3901750.163	סלעית				
3901800.206	כפר קרע				
3901910.052	בית אריה				
3901968.287	פדואל				
3902065.926	עיר כרמל				
3902294.275	נס הרים				
3902427.486	רמות מנשה				
3902450.4	אום אל-קוטוף				
3903009.403	קטורה				
3903011.722	מטע				
3903203.827	יטבתה				
3903337.267	נעלה				
3903350.26					
3903450.282					
3903512.542	עלי זהב				
3903515.941	שורש				
3903520.709	גרופית				
3903687.009	אליקים				
3903720.326					
3903725.415	נטף				
3903740.894					
3904025.791	מעלה שומרון				
3904144.94					
3904148.82	בר גיורא				
3904173.278	קציר-חריש				
3904181.556	קריית ים				
3904210.653	אבני חפץ				
3904326.748	רמת רזיאל				
3904491.542	דלייה				
3904633.023	יגור				
3904730.42	גלעד (אבן יצחק)				
3904862.927	שואבה				
3905092.725	כסיפה				
3905104.408	חגי				
3905105.003	קריית מוצקין				
3905233.73	נווה אילן				
3905386.107	בוסתן הגליל				
3905425.291	שבי ציון				
3905643.044					
3905846.542	כפר ביאליק				
3905895.939	כפר חסידים ב'				
3905970.37	לוטן				
3906144.148	עכו				
3906316.058	יד השמונה				
3906398.983	ערערה				
3906410.34	קריית ביאליק				
3906438.544	גבעת יערים				
3906532.737	ברטעה				
3906558.614	רמת השופט				
3906748.526	נהרייה				
3906760.869	צור הדסה				
3906818.282	שמרת				
3906834.034	איתנים				
3906836.125	קרני שומרון				
3907088.715	לוחמי הגיטאות				
3907099.485	יקנעם עילית				
3907158.388	מזרעה				
3907181.474					
3907209.391					
3907223.942	כפר הנוער הדתי				
3907234.664	קריית יערים				
3907314.457	כפר מסריק				
3907328.148	כרמי צור				
3907342.039	בת עין				
3907363.982	עין השופט				
3907450.795	"נח""ל גבעות"				
3907504.342	רכסים				
3907504.895	הר עמשא				
3907561.7	נופים				
3907577.197	קריית אתא				
3907614.76					
3907652.139	קריית יערים (מוסד)				
3907688.573	עין המפרץ				
3907700.773	מבוא ביתר				
3907770.83	ידידה				
3907772.976	מועאוויה				
3908264.964					
3908382.635	סער				
3908439.784	גשר הזיו				
3908446.603	אבו גוש				
3908553.018	לימן				
3908614.16	מעלה החמישה				
3908679.189	קריית נטפים				
3908704.306	אבטין				
3908721.166	מצדות יהודה				
3908758.315	שער העמקים				
3908772.188	ברקן				
3908778.734	ביתר עילית				
3908789.001					
3908833.758	עין ראפה				
3908882.871	אושה				
3908903.041	סוסיה				
3908952.196	יקיר				
3908961.936	כפר ראש הנקרה				
3908983.678	יקנעם (מושבה)				
3908997.455					
3909027.344	בית זיד				
3909034.217	כפר עציון				
3909189.69	עין א-סהלה				
3909388.534					
3909399.409	חרמש				
3909504.648	קריית ענבים				
3909509.776	צובה				
3909608.199	הזורע				
3909645.288	נס עמים				
3909656.421	קריית ארבע				
3909726.194	עין נקובא				
3909803.797	רמת יוחנן				
3909950.674	בן עמי				
3909992.258	ראש צורים				
3910055.962	אלון שבות				
3910064.55	קריית טבעון				
3910092.426	אל -עריאן				
3910159.188	חלמיש				
3910237.732	בית נקופה				
3910334.453	כפר המכבי				
3910358.732	ענב				
3910409.896	אפק				
3910467.498	רבבה				
3910489.109	בית חורון				
3910595.11	הר אדר				
3910598.735	יהל				
3910768.162					
3911008.071	אבן ספיר				
3911009.181	דולב				
3911146.961	בצת				
3911325.417	נתיב השיירה				
3911381.332	טלמון				
3911526.627	ריחן				
3911684.062	ג'דיידה-מכר				
3911711.951	עמנואל				
3911789.423	נחליאל				
3911832.712	שדה יעקב				
3911895.346	אלעזר				
3911979.76	עמינדב				
3912097.856	נווה דניאל				
3912155.704	מגדל עוז				
3912287.839	משמר העמק				
3912332.612	בית העמק				
3912362.456	מי עמי				
3912457.424	נופית				
3912517.136	כברי				
3912568.376	אלונים				
3912592.456	בסמת טבעון				
3912617.249	שלומי				
3912657.093	שייח' דנון				
3912939.042	מבשרת ציון				
3912963.459	אום אל-פחם				
3913198.661	כפר יהושע				
3913259.055	פארן				
3913268.824	אורה				
3913453.201	מוצמוץ				
3913481.494	אשרת				
3913535.427					
3913558.937	אפרתה				
3913619.187	מושיירפה				
3913711.48	מוצא עילית				
3913718.667	מצובה				
3913741.347					
3913821.001	מדרך עוז				
3913944.483	גבעון החדשה				
3914080.84	קדומים				
3914158.897					
3914203.658	בית זית				
3914243.004	כפר יאסיף				
3914276.342	עמקה				
3914527.899	מעון				
3914599.814	פני חבר				
3914624.026	גבעת זאב				
3914627.11	רמת ישי				
3914661.819	ביאדה				
3914677.852	חיננית				
3914717.417	יסעור				
3914851.295	סואעד (חמרייה)				
3914944.735	הר גילה				
3914974.106					
3914982.099	אבו סנאן				
3915324.713	אלוני אבא				
3915332.981	שפרעם				
3915401.2	שקד				
3915519.351	עדי				
3915552.203	חניתה				
3915581.696	הרדוף				
3915650.245					
3915716.007	מבוא דותן				
3915824.987	עטרת				
3915947.147	בית שערים				
3916086.472	טל-אל				
3916305.365	ג'ולס				
3916337.785	צופר				
3916421.921	מגידו				
3916478.159	נווה זיו				
3916485.014	עבדון				
3916732.275	אחיהוד				
3916808.35	כרמל				
3916826.213	יערה				
3916828.139	שבי שומרון				
3916839.92	זלפה				
3916850.334	אעבלין				
3917133.51	ספיר				
3917358.466	כפר ברוך				
3917480.883	כעביה-טבאש-חג'אג'רה				
3917518.505	אספר				
3917533.658	אריאל				
3917543.277	בית לחם הגלילית				
3917640.456	מנשית זבדה				
3917716.835	נהלל				
3917750.427	חומש				
3917893.399	טמרה				
3918090.557	מנות				
3918269.366	גבעת עוז				
3918295.811	סאלם				
3918398.542	כליל				
3918496.236	"מצפה אבי""ב"				
3918648.919	שא-נור				
3918687.382	ירכא				
3918716.189	רמת דוד				
3918800.702	געתון				
3919130.828	היוגב				
3919249.336	כאבול				
3919509.6	ירושלים				
3919869.586	גבת				
3919874.965	ערד				
3920465.539	אילון				
3920671.658	אדמית				
3920699.679	אלון הגליל				
3920707.823	רמת רחל				
3920716.059	יחיעם				
3920803.51	עראמשה				
3920994.524	ביר אל-מכסור				
3921021.55	זרזיר				
3921131.367	יפעת				
3921160.16	שריד				
3921187.818	בית אל				
3921204.213	פסגות				
3921273.17	תמרת				
3921373.348					
3921507.444	עין יעקב				
3921696.887	תקוע				
3921771.405	מעלה עמוס				
3922061.096	פלך				
3922240.896	מורשת				
3922306.801	שעב				
3922341.541	יצהר				
3922374.888	גורן				
3922445.328	גילון				
3922536.644	מלאה				
3922627.28	הסוללים				
3922665.1	מנוף				
3922796.848	עין יהב				
3922896.399					
3922939.722	מעלה לבונה				
3923163.393	אומן				
3923221.015	מגדל העמק				
3923237.724	יאנוח-ג'ת				
3923295.071	כוכב יעקב				
3923338.273	חנתון				
3923346.827	הילה				
3923354.38	גבעת אלה				
3923359.684	יעד				
3923489.14	גדיש				
3923565.964	שמשית				
3923584.315	תובל				
3923616.663	עיר אובות				
3923623.779	ניר יפה				
3923702.963	שכניה				
3923829.271	כאוכב אבו אל-היג'א				
3923884.133	נוקדים				
3923964.514	כישור				
3923968.2	גורנות הגליל				
3923994.683	כפר תפוח				
3924035.211					
3924059.696	גיתה				
3924225.114	עין חצבה				
3924239.048	צורית				
3924254.634	קורנית				
3924315.365	שגב				
3924543.001	שגור				
3924817.603	מעיליא				
3925021.956	שורשים				
3925054.294	גיניגר				
3925075.145	רם-און				
3925131.619					
3925317.339	עפרה				
3925336.376	עילוט				
3925341.951	מעונה				
3925436.424	רקפת				
3925504.034	דבורה				
3925514.492	כפר מנדא				
3925613.986	חבר				
3925670.201	ברק				
3925716.441	ברכה				
3925754.675	לפידות				
3925791.613	דיר אל-אסד				
3926099.018	כפר ורדים				
3926293.261	יובלים				
3926505.892	יודפת				
3926525.151	עלי				
3926532.617	אדירים				
3926613.131	כפר החורש				
3926645.257	נחל גנת				
3926774.735	בענה				
3926798.934					
3926869.185	מגדל תפן				
3926871.783	יפיע				
3926878.222	גבע בנימין				
3927186.736	ציפורי				
3927358.012	חצבה				
3927588.098	מעלות-תרשיחא				
3927912.861	שומרה				
3928121.846	לבון				
3928145.438	אבירים				
3928159.705	מזרע				
3928234.693	כפר רוזנואלד (זרעית)				
3928526.443					
3928582.118					
3928595.079	כפר גדעון				
3928697.799	הושעיה				
3928802.52	נצרת				
3928879.068	אבן מנחם				
3928907.09	עלמון				
3929183.027	מוקייבלה				
3929201.726	בלפוריה				
3929298.65	שילה				
3929319.68	כרמיאל				
3929404.745	אשחר				
3929434.057	עידן				
3929512.034	חוסן				
3929627.711	מיטב				
3929648.072	סח'נין				
3929866.103	תל עדשים				
3929908.337	רומת הייב				
3930001.236					
3930014.562	כסרא-סמיע				
3930183.627	עפולה				
3930328.728	מעלה מכמש				
3930378.683	אביטל				
3930415.199	מגן שאול				
3930423.365	איתמר				
3930472.539					
3930489.074	מרחביה (קיבוץ)				
3930535.71	ריינה				
3930696.8	קדר				
3930711.578	פסוטה				
3930733.847	פרזון				
3930762.039	רומאנה				
3930889.646	חלוץ				
3930922.974	צוריאל				
3931084.27	מעלה אדומים				
3931154.338	שתולה				
3931493.874	מרחביה (מושב)				
3931643.622	נחף				
3931689.906	כדים				
3931872.899	חוסנייה				
3931987.836	יזרעאל				
3932025.661	משהד				
3932053.13					
3932080.834	צנדלה				
3932107.984	נצרת עילית				
3932121.689	פקיעין חדשה				
3932216.69	אלקוש				
3932319.596	עוזייר				
3932337.279	אכסאל				
3932402	פקיעין (בוקייעה)				
3932636.091	נטועה				
3932713.932	חרשים				
3932886.127	מכמנים				
3932912.429	בית רימון				
3933030.473	צביה				
3933253.696	אלון מורה				
3933439.409	סולם				
3933552.323	גן נר				
3933589.066					
3933718.278	גנים				
3933767.027	אחוזת ברק				
3933895.353	עראבה				
3934050.307	כפר אדומים				
3934111.291	רימונים				
3934222.484	כפר כנא				
3934277.594	מגדלים				
3934503.356	דחי				
3934550.16	סאג'ור				
3934552.358	חורפיש				
3934872.293	כמאנה				
3935032.344	כוכב השחר				
3935035.82	ניין				
3935090.728	דברת				
3935251.649	אבטליון				
3935411.813	שזור				
3935439.463	עין מאהל				
3935881.075	נורית				
3935968.72	לוטם				
3936039.479	מתת				
3936123.589	כפר יחזקאל				
3936125.878	גדעונה				
3936233.195	כמון				
3936465.379					
3936506.035	סלמה				
3936743.56	נווה זוהר				
3936894.009	הררית				
3937012.988	ראמה				
3937132.285	דייר חנא				
3937293.933	בועיינה-נוג'ידאת				
3937572.014	דבורייה				
3937642.867	ראס אל-עין				
3937702.523	גבע				
3937940.08	טורעאן				
3938187.711	עין דור				
3938216.016	בית ג'ן				
3938802.464	נאות הכיכר				
3939176.402	מצפה נטופה				
3939645.154	עין חרוד (מאוחד)				
3939653.463	עין חרוד (איחוד)				
3939657.152	עין גדי				
3939892.751	נאעורה				
3939929.881	ברעם				
3940045.195	מצפה יריחו				
3940139.503	מורן				
3940170.009	חזון				
3940294.646	גיתית				
3940338.82	בית קשת				
3940552.461	שבלי - אום אל-גנם				
3940643.781	עין אל-אסד				
3940683.419	תל יוסף				
3940929.966	מצפה שלם				
3941035.112	עיילבון				
3941167.512	טמרה (יזרעאל)				
3941187.169	מגאר				
3941269.822	מעלה אפרים				
3941438.015	אילנייה				
3941519.761	כדורי				
3941766.49	"דוב""ב"				
3942132.789	מלכישוע				
3942188.936	רמת צבי				
3942660.402	צבעון				
3942819.933	מעלה גלבוע				
3943059.364	כפר תבור				
3943138.216	מירב				
3943245.123	כפר מצר				
3943258.431	"ייט""ב"				
3943324.682	כפר חנניה				
3943329.647	מכורה				
3943330.851	מסד				
3943366.337	שדה אילן				
3943464.309	חפצי-בה				
3944152.525	טפחות				
3944231.496	ורד יריחו				
3944306.521	בית אלפא				
3944468.791	פרוד				
3944576.408	סאסא				
3944629.371	שפר				
3944648.653	חמרה				
3944664.367	שדמות דבורה				
3944709.259	אבנת				
3944965.215	גבעת אבני				
3945003.009	בית השיטה				
3945104.189	כפר חושן				
3945162.09	כפר כמא				
3945291.627	בר יוחאי				
3945355.336	מולדת				
3945382.732	תומר				
3945502.612	מירון				
3945564.656	פצאל				
3945701.562	טייבה (בעמק)				
3945779.593	נתיב הגדוד				
3945886.107	אור הגנוז				
3945916.175	ג'ש (גוש חלב)				
3945952.16	גזית				
3946003.088	גלגל				
3946169.47	כפר קיש				
3946211.337	אמירים				
3946572.484	לביא				
3946793.546	יראון				
3946847.207	בקעות				
